"תנ""ך/תורה/ספר דברים/פרק כח/פסוק מג",הגר אשר בקרבך יעלה *עליך* מעלה מעלה ואתה תרד מטה מטה
"תנ""ך/תורה/ספר דברים/פרק כח/פסוק מה",ובאו *עליך* כל הקללות האלה ורדפוך והשיגוך עד השמדך כי לא שמעת בקול יהוה אלהיך לשמר מצותיו וחקתיו אשר צוך
"תנ""ך/תורה/ספר דברים/פרק כח/פסוק מח",ועבדת את איביך אשר ישלחנו יהוה בך ברעב ובצמא ובעירם ובחסר כל ונתן *על* ברזל *על *צוארך עד השמידו אתך
"תנ""ך/תורה/ספר דברים/פרק כח/פסוק מט",ישא יהוה *עליך* גוי מרחוק מקצה הארץ כאשר ידאה הנשר גוי אשר לא תשמע לשנו
"תנ""ך/תורה/ספר דברים/פרק כח/פסוק נו",הרכה בך והענגה אשר לא נסתה כף רגלה הצג *על *הארץ מהתענג ומרך תרע עינה באיש חיקה ובבנה ובבתה
"תנ""ך/תורה/ספר דברים/פרק כח/פסוק סא",גם כל חלי וכל מכה אשר לא כתוב בספר התורה הזאת יעלם יהוה *עליך* עד השמדך
"תנ""ך/תורה/ספר דברים/פרק כח/פסוק סג",והיה כאשר שש יהוה *עליכם* להיטיב אתכם ולהרבות אתכם כן ישיש יהוה *עליכם* להאביד אתכם ולהשמיד אתכם ונסחתם *מעל* האדמה אשר אתה בא שמה לרשתה
"תנ""ך/תורה/ספר דברים/פרק כט/פסוק ד",ואולך אתכם ארבעים שנה במדבר לא בלו שלמתיכם *מעליכם* ונעלך לא בלתה *מעל* רגלך
"תנ""ך/תורה/ספר דברים/פרק כט/פסוק כג",ואמרו כל הגוים *על *מה עשה יהוה ככה לארץ הזאת מה חרי האף הגדול הזה
"תנ""ך/תורה/ספר דברים/פרק כט/פסוק כד",ואמרו *על* אשר עזבו את ברית יהוה אלהי אבתם אשר כרת עמם בהוציאו אתם מארץ מצרים
"תנ""ך/תורה/ספר דברים/פרק כט/פסוק כו",ויחר אף יהוה בארץ ההוא להביא *עליה* את כל הקללה הכתובה בספר הזה
"תנ""ך/תורה/ספר דברים/פרק כט/פסוק כז",ויתשם יהוה *מעל* אדמתם באף ובחמה ובקצף גדול וישלכם אל ארץ אחרת כיום הזה
"תנ""ך/תורה/ספר דברים/פרק ל/פסוק א",והיה כי יבאו *עליך* כל הדברים האלה הברכה והקללה אשר נתתי לפניך והשבת אל לבבך בכל הגוים אשר הדיחך יהוה אלהיך שמה
"תנ""ך/תורה/ספר דברים/פרק ל/פסוק ז",ונתן יהוה אלהיך את כל האלות האלה *על *איביך *ועל *שנאיך אשר רדפוך
"תנ""ך/תורה/ספר דברים/פרק ל/פסוק ט",והותירך יהוה אלהיך בכל  מעשה ידך בפרי בטנך ובפרי בהמתך ובפרי אדמתך לטובה כי  ישוב יהוה לשוש *עליך* לטוב כאשר שש *על *אבתיך
"תנ""ך/תורה/ספר דברים/פרק ל/פסוק יח",הגדתי לכם היום כי אבד תאבדון לא תאריכן ימים *על *האדמה אשר אתה עבר את הירדן לבא שמה לרשתה
"תנ""ך/תורה/ספר דברים/פרק ל/פסוק כ",לאהבה את יהוה אלהיך לשמע בקלו ולדבקה בו כי הוא חייך וארך ימיך לשבת *על *האדמה אשר נשבע יהוה לאבתיך לאברהם ליצחק וליעקב לתת להם
"תנ""ך/תורה/ספר דברים/פרק לא/פסוק יג",ובניהם אשר לא ידעו ישמעו ולמדו ליראה את יהוה אלהיכם כל הימים אשר אתם חיים *על *האדמה אשר אתם עברים את הירדן שמה לרשתה
"תנ""ך/תורה/ספר דברים/פרק לא/פסוק טו",וירא יהוה באהל בעמוד ענן ויעמד עמוד הענן *על *פתח האהל
"תנ""ך/תורה/ספר דברים/פרק לא/פסוק יז",וחרה אפי בו ביום ההוא ועזבתים והסתרתי פני מהם והיה לאכל ומצאהו רעות רבות וצרות ואמר ביום ההוא הלא *על* כי אין אלהי בקרבי מצאוני הרעות האלה
"תנ""ך/תורה/ספר דברים/פרק לא/פסוק יח",ואנכי הסתר אסתיר פני ביום ההוא *על* כל הרעה אשר עשה כי פנה אל אלהים אחרים
"תנ""ך/תורה/ספר דברים/פרק לא/פסוק כד",ויהי  ככלות משה לכתב את דברי התורה הזאת *על *ספר עד תמם
"תנ""ך/תורה/ספר דברים/פרק לב/פסוק ב",יערף כמטר לקחי תזל כטל אמרתי כשעירם *עלי *דשא וכרביבים *עלי *עשב
"תנ""ך/תורה/ספר דברים/פרק לב/פסוק יא",כנשר יעיר קנו *על *גוזליו ירחף יפרש כנפיו יקחהו ישאהו *על *אברתו
"תנ""ך/תורה/ספר דברים/פרק לב/פסוק יג",ירכבהו *על *(במותי) [במתי] ארץ ויאכל תנובת שדי וינקהו דבש מסלע ושמן מחלמיש צור
"תנ""ך/תורה/ספר דברים/פרק לב/פסוק כג",אספה *עלימו* רעות חצי אכלה בם
"תנ""ך/תורה/ספר דברים/פרק לב/פסוק לו",כי ידין יהוה עמו *ועל *עבדיו יתנחם כי יראה כי אזלת יד ואפס עצור ועזוב
"תנ""ך/תורה/ספר דברים/פרק לב/פסוק לח",אשר חלב זבחימו יאכלו ישתו יין נסיכם יקומו ויעזרכם יהי *עליכם* סתרה
"תנ""ך/תורה/ספר דברים/פרק לב/פסוק מז",כי לא דבר רק הוא מכם כי הוא חייכם ובדבר הזה תאריכו ימים *על *האדמה אשר אתם עברים את הירדן שמה לרשתה
"תנ""ך/תורה/ספר דברים/פרק לב/פסוק מט",עלה אל הר העברים הזה הר נבו אשר בארץ מואב אשר *על *פני ירחו וראה את ארץ כנען אשר אני נתן לבני ישראל לאחזה
"תנ""ך/תורה/ספר דברים/פרק לב/פסוק נא",*על* אשר מעלתם בי בתוך בני ישראל במי מריבת קדש מדבר צן *על* אשר לא קדשתם אותי בתוך בני ישראל
"תנ""ך/תורה/ספר דברים/פרק לג/פסוק ח",וללוי אמר תמיך ואוריך לאיש חסידך אשר נסיתו במסה תריבהו *על *מי מריבה
"תנ""ך/תורה/ספר דברים/פרק לג/פסוק י",יורו משפטיך ליעקב ותורתך לישראל ישימו קטורה באפך וכליל *על *מזבחך
"תנ""ך/תורה/ספר דברים/פרק לג/פסוק יב",לבנימן אמר ידיד יהוה ישכן לבטח *עליו* חפף *עליו* כל היום ובין כתפיו שכן
"תנ""ך/תורה/ספר דברים/פרק לג/פסוק כט",אשריך ישראל מי כמוך עם נושע ביהוה מגן עזרך ואשר חרב גאותך ויכחשו איביך לך ואתה *על *במותימו תדרך
"תנ""ך/תורה/ספר דברים/פרק לד/פסוק א",ויעל משה מערבת מואב אל הר נבו ראש הפסגה אשר *על *פני ירחו ויראהו יהוה את כל הארץ את הגלעד עד דן
"תנ""ך/תורה/ספר דברים/פרק לד/פסוק ה",וימת שם משה עבד יהוה בארץ מואב *על *פי יהוה
"תנ""ך/תורה/ספר דברים/פרק לד/פסוק ט",ויהושע בן נון מלא רוח חכמה כי סמך משה את ידיו *עליו* וישמעו אליו בני ישראל ויעשו כאשר צוה יהוה את משה
"תנ""ך/נביאים/ספר יהושע/פרק ב/פסוק ו",והיא העלתם הגגה ותטמנם בפשתי העץ הערכות לה *על *הגג
"תנ""ך/נביאים/ספר יהושע/פרק ב/פסוק ז",והאנשים רדפו אחריהם דרך הירדן *על* המעברות והשער סגרו אחרי כאשר יצאו הרדפים אחריהם
"תנ""ך/נביאים/ספר יהושע/פרק ב/פסוק ח",והמה טרם ישכבון והיא עלתה *עליהם* *על *הגג
"תנ""ך/נביאים/ספר יהושע/פרק ב/פסוק ט",ותאמר אל האנשים ידעתי כי נתן יהוה לכם את הארץ וכי נפלה אימתכם *עלינו* וכי נמגו כל ישבי הארץ מפניכם
"תנ""ך/נביאים/ספר יהושע/פרק ב/פסוק יא",ונשמע וימס לבבנו ולא קמה עוד רוח באיש מפניכם כי יהוה אלהיכם הוא אלהים בשמים ממעל *ועל *הארץ מתחת
"תנ""ך/נביאים/ספר יהושע/פרק ג/פסוק טו",וכבוא נשאי הארון עד הירדן ורגלי הכהנים נשאי הארון נטבלו בקצה המים והירדן מלא *על *כל גדותיו כל ימי קציר
"תנ""ך/נביאים/ספר יהושע/פרק ג/פסוק טז",ויעמדו המים הירדים מלמעלה קמו נד אחד הרחק מאד (באדם) [מאדם] העיר אשר מצד צרתן והירדים *על* ים הערבה ים המלח תמו נכרתו והעם עברו נגד יריחו
"תנ""ך/נביאים/ספר יהושע/פרק ד/פסוק ה",ויאמר להם יהושע עברו לפני ארון יהוה אלהיכם אל תוך הירדן והרימו לכם איש אבן אחת *על *שכמו למספר שבטי בני ישראל
"תנ""ך/נביאים/ספר יהושע/פרק ד/פסוק יח",ויהי (בעלות) [כעלות] הכהנים נשאי ארון ברית יהוה מתוך הירדן נתקו כפות רגלי הכהנים אל החרבה וישבו מי הירדן למקומם וילכו כתמול שלשום *על *כל גדותיו
"תנ""ך/נביאים/ספר יהושע/פרק ה/פסוק א",ויהי כשמע כל מלכי האמרי אשר בעבר הירדן ימה וכל מלכי הכנעני אשר *על *הים את אשר הוביש יהוה את מי הירדן מפני בני ישראל עד (עברנו) [עברם] וימס לבבם ולא היה בם עוד רוח מפני בני ישראל
"תנ""ך/נביאים/ספר יהושע/פרק ה/פסוק ט",ויאמר יהוה אל יהושע היום גלותי את חרפת מצרים *מעליכם* ויקרא שם המקום ההוא גלגל עד היום הזה
"תנ""ך/נביאים/ספר יהושע/פרק ה/פסוק טו",ויאמר שר צבא יהוה אל יהושע של נעלך *מעל* רגלך כי המקום אשר אתה עמד *עליו* קדש הוא ויעש יהושע כן
"תנ""ך/נביאים/ספר יהושע/פרק ז/פסוק ו",ויקרע יהושע שמלתיו ויפל *על *פניו ארצה לפני ארון יהוה עד הערב הוא וזקני ישראל ויעלו עפר *על *ראשם
"תנ""ך/נביאים/ספר יהושע/פרק ז/פסוק ט",וישמעו הכנעני וכל ישבי הארץ ונסבו *עלינו* והכריתו את שמנו מן הארץ ומה תעשה לשמך הגדול
"תנ""ך/נביאים/ספר יהושע/פרק ז/פסוק י",ויאמר יהוה אל יהושע קם לך למה זה אתה נפל *על *פניך
"תנ""ך/נביאים/ספר יהושע/פרק ז/פסוק כו",ויקימו *עליו* גל אבנים גדול עד היום הזה וישב יהוה מחרון אפו *על *כן קרא שם המקום ההוא עמק עכור עד היום הזה
"תנ""ך/נביאים/ספר יהושע/פרק ח/פסוק כט",ואת מלך העי תלה *על *העץ עד עת הערב וכבוא השמש צוה יהושע וירידו את נבלתו מן העץ וישליכו אותה אל פתח שער העיר ויקימו *עליו* גל אבנים גדול עד היום הזה
"תנ""ך/נביאים/ספר יהושע/פרק ח/פסוק לא",כאשר צוה משה עבד יהוה את בני ישראל ככתוב בספר תורת משה מזבח אבנים שלמות אשר לא הניף *עליהן* ברזל ויעלו *עליו* עלות ליהוה ויזבחו שלמים
"תנ""ך/נביאים/ספר יהושע/פרק ח/פסוק לב",ויכתב שם *על *האבנים את משנה תורת משה אשר כתב לפני בני ישראל
"תנ""ך/נביאים/ספר יהושע/פרק ט/פסוק ה",ונעלות בלות ומטלאות ברגליהם ושלמות בלות *עליהם* וכל לחם צידם יבש היה נקדים
"תנ""ך/נביאים/ספר יהושע/פרק ט/פסוק יח",ולא הכום בני ישראל כי נשבעו להם נשיאי העדה ביהוה אלהי ישראל וילנו כל העדה *על *הנשיאים
"תנ""ך/נביאים/ספר יהושע/פרק ט/פסוק כ",זאת נעשה להם והחיה אותם ולא יהיה *עלינו* קצף *על *השבועה אשר נשבענו להם
"תנ""ך/נביאים/ספר יהושע/פרק י/פסוק ה",ויאספו ויעלו חמשת  מלכי האמרי מלך ירושלם מלך חברון מלך ירמות מלך לכיש מלך עגלון הם וכל מחניהם ויחנו *על *גבעון וילחמו *עליה*
"תנ""ך/נביאים/ספר יהושע/פרק י/פסוק יא",ויהי בנסם  מפני ישראל הם במורד בית חורן ויהוה השליך *עליהם* אבנים גדלות מן השמים עד עזקה וימתו רבים אשר מתו באבני הברד מאשר הרגו בני ישראל בחרב
"תנ""ך/נביאים/ספר יהושע/פרק י/פסוק יג",וידם השמש וירח עמד עד יקם גוי איביו הלא היא כתובה *על *ספר הישר ויעמד השמש בחצי השמים ולא אץ לבוא כיום תמים
"תנ""ך/נביאים/ספר יהושע/פרק י/פסוק יח",ויאמר יהושע גלו אבנים גדלות אל פי המערה והפקידו *עליה* אנשים לשמרם
"תנ""ך/נביאים/ספר יהושע/פרק י/פסוק כד",ויהי כהוציאם את המלכים האלה אל יהושע ויקרא יהושע אל כל איש ישראל ויאמר אל קציני אנשי המלחמה ההלכוא אתו קרבו שימו את רגליכם *על *צוארי המלכים האלה ויקרבו וישימו את רגליהם *על *צואריהם
"תנ""ך/נביאים/ספר יהושע/פרק י/פסוק כו",ויכם יהושע אחרי כן וימיתם ויתלם *על* חמשה עצים ויהיו תלוים *על *העצים עד הערב
"תנ""ך/נביאים/ספר יהושע/פרק י/פסוק כז",ויהי לעת  בוא השמש צוה יהושע וירידום *מעל* העצים וישלכם אל המערה אשר נחבאו שם וישמו אבנים גדלות *על *פי המערה עד עצם היום הזה
"תנ""ך/נביאים/ספר יהושע/פרק י/פסוק לא",ויעבר יהושע וכל ישראל עמו מלבנה לכישה ויחן *עליה* וילחם בה
"תנ""ך/נביאים/ספר יהושע/פרק י/פסוק לד",ויעבר יהושע וכל ישראל עמו מלכיש עגלנה ויחנו *עליה* וילחמו *עליה*
"תנ""ך/נביאים/ספר יהושע/פרק י/פסוק לו",ויעל יהושע וכל ישראל עמו מעגלונה חברונה וילחמו *עליה*
"תנ""ך/נביאים/ספר יהושע/פרק י/פסוק לח",וישב יהושע וכל ישראל עמו דברה וילחם *עליה*
"תנ""ך/נביאים/ספר יהושע/פרק יא/פסוק ד",ויצאו הם וכל מחניהם עמם עם רב כחול אשר *על *שפת הים לרב וסוס ורכב רב מאד
"תנ""ך/נביאים/ספר יהושע/פרק יא/פסוק ז",ויבא יהושע וכל עם המלחמה עמו *עליהם* *על *מי מרום פתאם ויפלו בהם
"תנ""ך/נביאים/ספר יהושע/פרק יא/פסוק יג",רק כל הערים העמדות *על *תלם לא שרפם ישראל זולתי את חצור לבדה שרף יהושע
"תנ""ך/נביאים/ספר יהושע/פרק יב/פסוק ב",סיחון מלך האמרי היושב בחשבון משל מערוער אשר *על *שפת נחל ארנון ותוך הנחל וחצי הגלעד ועד יבק הנחל גבול בני עמון
"תנ""ך/נביאים/ספר יהושע/פרק יג/פסוק ג",מן השיחור אשר  *על *פני מצרים ועד גבול עקרון צפונה לכנעני תחשב חמשת  סרני פלשתים העזתי והאשדודי האשקלוני הגתי והעקרוני והעוים
"תנ""ך/נביאים/ספר יהושע/פרק יג/פסוק ט",מערוער אשר *על *שפת נחל ארנון והעיר אשר בתוך הנחל וכל המישר מידבא עד דיבון
"תנ""ך/נביאים/ספר יהושע/פרק יג/פסוק טז",ויהי להם הגבול מערוער אשר *על *שפת נחל ארנון והעיר אשר בתוך הנחל וכל המישר *על *מידבא
"תנ""ך/נביאים/ספר יהושע/פרק יג/פסוק כה",ויהי להם הגבול יעזר וכל ערי הגלעד וחצי ארץ בני עמון עד ערוער אשר *על *פני רבה
"תנ""ך/נביאים/ספר יהושע/פרק יד/פסוק ו",ויגשו בני יהודה אל יהושע בגלגל ויאמר אליו כלב בן יפנה הקנזי אתה ידעת את הדבר אשר דבר יהוה אל משה איש האלהים *על* אדותי *ועל* אדותיך בקדש ברנע
"תנ""ך/נביאים/ספר יהושע/פרק יד/פסוק יד",*על *כן היתה חברון לכלב בן יפנה הקנזי לנחלה עד היום הזה יען אשר מלא אחרי יהוה אלהי ישראל
"תנ""ך/נביאים/ספר יהושע/פרק טו/פסוק ח",ועלה הגבול גי בן הנם אל כתף היבוסי מנגב היא ירושלם ועלה הגבול אל ראש ההר אשר *על *פני גי הנם ימה אשר בקצה עמק רפאים צפנה
"תנ""ך/נביאים/ספר יהושע/פרק טו/פסוק יח",ויהי בבואה ותסיתהו לשאול מאת אביה שדה ותצנח *מעל* החמור ויאמר לה כלב מה לך
"תנ""ך/נביאים/ספר יהושע/פרק טו/פסוק מו",מעקרון וימה כל אשר *על *יד אשדוד וחצריהן
"תנ""ך/נביאים/ספר יהושע/פרק יז/פסוק ז",ויהי גבול מנשה מאשר המכמתת אשר *על *פני שכם והלך הגבול אל הימין אל ישבי עין תפוח
"תנ""ך/נביאים/ספר יהושע/פרק יח/פסוק ה",והתחלקו אתה לשבעה חלקים יהודה יעמד *על *גבולו מנגב ובית יוסף יעמדו *על *גבולם מצפון
"תנ""ך/נביאים/ספר יהושע/פרק יח/פסוק ט",וילכו האנשים ויעברו בארץ ויכתבוה לערים לשבעה חלקים *על *ספר ויבאו אל יהושע אל המחנה שלה
"תנ""ך/נביאים/ספר יהושע/פרק יח/פסוק יג",ועבר משם הגבול לוזה אל כתף לוזה נגבה היא בית אל וירד הגבול עטרות אדר *על *ההר אשר מנגב לבית חרון תחתון
"תנ""ך/נביאים/ספר יהושע/פרק יח/פסוק יד",ותאר הגבול ונסב לפאת ים נגבה מן ההר אשר *על *פני בית חרון נגבה (והיה) [והיו] תצאתיו אל קרית בעל היא קרית יערים עיר בני יהודה זאת פאת ים
"תנ""ך/נביאים/ספר יהושע/פרק יח/פסוק טז",וירד הגבול אל קצה ההר אשר *על *פני גי בן הנם אשר בעמק רפאים צפונה וירד גי הנם אל כתף היבוסי נגבה וירד עין רגל
"תנ""ך/נביאים/ספר יהושע/פרק יט/פסוק יא",ועלה גבולם  לימה ומרעלה ופגע בדבשת ופגע אל הנחל אשר *על *פני יקנעם
"תנ""ך/נביאים/ספר יהושע/פרק יט/פסוק יב",ושב משריד קדמה מזרח השמש *על *גבול כסלת תבר ויצא אל הדברת ועלה יפיע
"תנ""ך/נביאים/ספר יהושע/פרק יט/פסוק נ",*על *פי יהוה נתנו לו את העיר אשר שאל את תמנת סרח בהר אפרים ויבנה את העיר וישב בה
"תנ""ך/נביאים/ספר יהושע/פרק כב/פסוק ט",וישבו וילכו בני ראובן ובני גד וחצי  שבט המנשה מאת בני ישראל משלה אשר בארץ כנען ללכת אל ארץ הגלעד אל ארץ אחזתם אשר נאחזו בה *על *פי יהוה ביד משה
"תנ""ך/נביאים/ספר יהושע/פרק כב/פסוק י",ויבאו אל גלילות הירדן אשר בארץ כנען ויבנו בני ראובן ובני גד וחצי שבט המנשה שם מזבח *על *הירדן מזבח גדול למראה
"תנ""ך/נביאים/ספר יהושע/פרק כב/פסוק יב",וישמעו בני ישראל ויקהלו כל עדת בני ישראל שלה לעלות *עליהם* לצבא
"תנ""ך/נביאים/ספר יהושע/פרק כב/פסוק כ",הלוא  עכן בן זרח מעל מעל בחרם *ועל *כל עדת ישראל היה קצף והוא איש אחד לא גוע בעונו
"תנ""ך/נביאים/ספר יהושע/פרק כב/פסוק כג",לבנות לנו מזבח לשוב מאחרי יהוה ואם להעלות *עליו* עולה ומנחה ואם לעשות *עליו* זבחי שלמים יהוה הוא יבקש
"תנ""ך/נביאים/ספר יהושע/פרק כב/פסוק לג",וייטב הדבר בעיני בני ישראל ויברכו אלהים בני ישראל ולא אמרו לעלות *עליהם* לצבא לשחת את הארץ אשר בני ראובן ובני גד ישבים בה
"תנ""ך/נביאים/ספר יהושע/פרק כג/פסוק יג",ידוע תדעו כי לא יוסיף יהוה אלהיכם להוריש את הגוים האלה מלפניכם והיו לכם לפח ולמוקש ולשטט בצדיכם ולצננים בעיניכם עד אבדכם *מעל* האדמה הטובה הזאת אשר נתן לכם יהוה אלהיכם
"תנ""ך/נביאים/ספר יהושע/פרק כג/פסוק יד",והנה אנכי הולך היום בדרך כל הארץ וידעתם בכל לבבכם ובכל נפשכם כי לא נפל דבר אחד מכל  הדברים הטובים אשר דבר יהוה אלהיכם *עליכם* הכל באו לכם לא נפל ממנו דבר אחד
"תנ""ך/נביאים/ספר יהושע/פרק כג/פסוק טו",והיה כאשר בא *עליכם* כל הדבר הטוב אשר דבר יהוה אלהיכם אליכם כן יביא יהוה *עליכם* את כל הדבר הרע עד השמידו אותכם *מעל* האדמה הטובה הזאת אשר נתן לכם יהוה אלהיכם
"תנ""ך/נביאים/ספר יהושע/פרק כג/פסוק טז",בעברכם את ברית יהוה אלהיכם אשר צוה אתכם והלכתם ועבדתם אלהים אחרים והשתחויתם להם וחרה אף יהוה בכם ואבדתם מהרה *מעל* הארץ הטובה אשר נתן לכם
"תנ""ך/נביאים/ספר יהושע/פרק כד/פסוק ז",ויצעקו אל יהוה וישם מאפל ביניכם  ובין המצרים ויבא *עליו* את הים ויכסהו ותראינה עיניכם את אשר עשיתי במצרים ותשבו במדבר ימים רבים
"תנ""ך/נביאים/ספר שופטים/פרק א/פסוק יד",ויהי בבואה ותסיתהו לשאול מאת אביה השדה ותצנח *מעל* החמור ויאמר לה כלב מה לך
"תנ""ך/נביאים/ספר שופטים/פרק ג/פסוק י",ותהי *עליו* רוח יהוה וישפט את ישראל ויצא למלחמה ויתן יהוה בידו את כושן רשעתים מלך ארם ותעז ידו *על* כושן רשעתים
"תנ""ך/נביאים/ספר שופטים/פרק ג/פסוק יב",ויספו בני ישראל לעשות הרע בעיני יהוה ויחזק יהוה את עגלון מלך מואב *על *ישראל *על* כי עשו את הרע בעיני יהוה
"תנ""ך/נביאים/ספר שופטים/פרק ג/פסוק טז",ויעש לו אהוד חרב ולה שני פיות גמד ארכה ויחגר אותה מתחת למדיו *על* ירך ימינו
"תנ""ך/נביאים/ספר שופטים/פרק ג/פסוק יט",והוא שב מן הפסילים אשר את הגלגל ויאמר דבר סתר לי אליך המלך ויאמר הס ויצאו *מעליו* כל העמדים *עליו*
"תנ""ך/נביאים/ספר שופטים/פרק ג/פסוק כ",ואהוד  בא אליו והוא ישב בעלית המקרה אשר לו לבדו ויאמר אהוד דבר אלהים לי אליך ויקם *מעל* הכסא
"תנ""ך/נביאים/ספר שופטים/פרק ג/פסוק כא",וישלח אהוד את יד שמאלו ויקח את החרב *מעל* ירך ימינו ויתקעה בבטנו
"תנ""ך/נביאים/ספר שופטים/פרק ד/פסוק ט",ותאמר הלך אלך עמך אפס כי לא תהיה תפארתך *על *הדרך אשר אתה הולך כי ביד אשה ימכר יהוה את סיסרא ותקם דבורה ותלך עם ברק קדשה
"תנ""ך/נביאים/ספר שופטים/פרק ד/פסוק טו",ויהם יהוה את סיסרא ואת כל הרכב ואת כל המחנה לפי חרב לפני ברק וירד סיסרא *מעל* המרכבה וינס ברגליו
"תנ""ך/נביאים/ספר שופטים/פרק ד/פסוק כד",ותלך יד בני ישראל הלוך וקשה *על* יבין מלך כנען עד אשר הכריתו את יבין מלך כנען
"תנ""ך/נביאים/ספר שופטים/פרק ה/פסוק י",רכבי אתנות צחרות ישבי *על *מדין והלכי *על *דרך שיחו
"תנ""ך/נביאים/ספר שופטים/פרק ה/פסוק יז",גלעד בעבר הירדן שכן ודן למה יגור אניות אשר ישב לחוף ימים *ועל* מפרציו ישכון
"תנ""ך/נביאים/ספר שופטים/פרק ה/פסוק יח",זבלון עם חרף נפשו למות ונפתלי *על* מרומי שדה
"תנ""ך/נביאים/ספר שופטים/פרק ה/פסוק יט",באו מלכים נלחמו אז נלחמו מלכי כנען בתענך *על *מי מגדו בצע כסף לא לקחו
"תנ""ך/נביאים/ספר שופטים/פרק ו/פסוק ב",ותעז יד מדין *על *ישראל מפני מדין עשו להם  בני ישראל את המנהרות אשר בהרים ואת המערות ואת המצדות
"תנ""ך/נביאים/ספר שופטים/פרק ו/פסוק ג",והיה אם זרע ישראל ועלה מדין ועמלק ובני קדם ועלו *עליו*
"תנ""ך/נביאים/ספר שופטים/פרק ו/פסוק ד",ויחנו *עליהם* וישחיתו את יבול הארץ עד בואך עזה ולא ישאירו מחיה בישראל ושה ושור וחמור
"תנ""ך/נביאים/ספר שופטים/פרק ו/פסוק ז",ויהי כי זעקו בני ישראל אל יהוה *על* אדות מדין
"תנ""ך/נביאים/ספר שופטים/פרק ו/פסוק כב",וירא גדעון כי מלאך יהוה הוא ויאמר גדעון אהה אדני יהוה כי *על *כן ראיתי מלאך יהוה פנים אל פנים
"תנ""ך/נביאים/ספר שופטים/פרק ו/פסוק כה",ויהי בלילה ההוא ויאמר לו יהוה קח את פר השור אשר לאביך ופר השני שבע שנים והרסת את מזבח הבעל אשר לאביך ואת האשרה אשר *עליו* תכרת
"תנ""ך/נביאים/ספר שופטים/פרק ו/פסוק כו",ובנית מזבח ליהוה אלהיך *על* ראש המעוז הזה במערכה ולקחת את הפר השני והעלית עולה בעצי האשרה אשר תכרת
"תנ""ך/נביאים/ספר שופטים/פרק ו/פסוק כח",וישכימו אנשי העיר בבקר והנה נתץ מזבח הבעל והאשרה אשר *עליו* כרתה ואת הפר השני העלה *על *המזבח הבנוי
"תנ""ך/נביאים/ספר שופטים/פרק ו/פסוק ל",ויאמרו אנשי העיר אל יואש הוצא את בנך וימת כי נתץ את מזבח הבעל וכי כרת האשרה אשר *עליו*
"תנ""ך/נביאים/ספר שופטים/פרק ו/פסוק לא",ויאמר יואש לכל אשר עמדו *עליו* האתם  תריבון לבעל אם אתם תושיעון אותו אשר יריב לו יומת עד הבקר אם אלהים הוא ירב לו כי נתץ את מזבחו
"תנ""ך/נביאים/ספר שופטים/פרק ו/פסוק לז",הנה אנכי מציג את גזת הצמר בגרן אם טל יהיה *על *הגזה לבדה *ועל *כל הארץ חרב וידעתי כי תושיע בידי את ישראל כאשר דברת
"תנ""ך/נביאים/ספר שופטים/פרק ו/פסוק לט",ויאמר גדעון אל האלהים אל יחר אפך בי ואדברה אך הפעם אנסה נא רק הפעם בגזה יהי נא חרב אל הגזה לבדה *ועל *כל הארץ יהיה טל
"תנ""ך/נביאים/ספר שופטים/פרק ו/פסוק מ",ויעש אלהים כן בלילה ההוא ויהי חרב אל הגזה לבדה *ועל *כל הארץ היה טל
"תנ""ך/נביאים/ספר שופטים/פרק ז/פסוק א",וישכם ירבעל הוא גדעון וכל העם אשר אתו ויחנו *על *עין חרד ומחנה מדין היה לו מצפון מגבעת המורה בעמק
"תנ""ך/נביאים/ספר שופטים/פרק ז/פסוק ב",ויאמר יהוה אל גדעון רב העם אשר אתך מתתי את מדין בידם פן יתפאר *עלי* ישראל לאמר ידי הושיעה לי
"תנ""ך/נביאים/ספר שופטים/פרק ז/פסוק ה",ויורד את העם אל המים ויאמר יהוה אל גדעון כל אשר ילק בלשונו מן המים כאשר ילק הכלב תציג אותו לבד וכל אשר יכרע *על *ברכיו לשתות
"תנ""ך/נביאים/ספר שופטים/פרק ז/פסוק ו",ויהי מספר המלקקים בידם אל פיהם שלש מאות איש וכל יתר העם כרעו *על *ברכיהם לשתות מים
"תנ""ך/נביאים/ספר שופטים/פרק ז/פסוק יב",ומדין ועמלק וכל בני קדם נפלים בעמק כארבה לרב ולגמליהם אין מספר כחול *שעל *שפת הים לרב
"תנ""ך/נביאים/ספר שופטים/פרק ז/פסוק כב",ויתקעו שלש מאות השופרות וישם יהוה את חרב איש ברעהו ובכל המחנה וינס המחנה עד בית השטה צררתה עד שפת אבל מחולה *על *טבת
"תנ""ך/נביאים/ספר שופטים/פרק ח/פסוק ג",בידכם נתן אלהים את שרי מדין את ערב ואת זאב ומה יכלתי עשות ככם אז רפתה רוחם *מעליו* בדברו הדבר הזה
"תנ""ך/נביאים/ספר שופטים/פרק ח/פסוק כו",ויהי משקל נזמי הזהב אשר שאל אלף ושבע מאות זהב לבד מן השהרנים והנטפות ובגדי הארגמן *שעל* מלכי מדין ולבד מן הענקות אשר בצוארי גמליהם
"תנ""ך/נביאים/ספר שופטים/פרק ט/פסוק ג",וידברו אחי אמו *עליו* באזני כל בעלי שכם את כל הדברים האלה ויט לבם אחרי אבימלך כי אמרו אחינו הוא
